
4.757276E0,-1.856855E1
4.756373E0,-1.802624E1
4.774732E0,-1.751267E1
4.782414E0,-1.695121E1
4.771538E0,-1.639509E1
4.783637E0,-1.590594E1
4.775578E0,-1.535962E1
4.789743E0,-1.480704E1
4.800422E0,-1.430508E1
4.810618E0,-1.374828E1
4.822279E0,-1.326149E1
4.841281E0,-1.278744E1
4.836322E0,-1.223181E1
4.837600E0,-1.177260E1
4.830774E0,-1.129836E1
4.842985E0,-1.077855E1
4.833687E0,-1.030127E1
4.835209E0,-9.838055E0
4.839719E0,-9.345910E0
4.842449E0,-8.882222E0
4.850486E0,-8.417207E0
4.856905E0,-7.933571E0
4.855394E0,-7.536982E0
4.876446E0,-7.079600E0
4.907563E0,-6.626146E0
4.932662E0,-6.218043E0
4.957453E0,-5.788784E0
5.002760E0,-5.380946E0
5.049672E0,-4.989141E0
5.112595E0,-4.559106E0
5.175023E0,-4.167847E0
5.276348E0,-3.843003E0
5.401666E0,-3.466116E0
5.545882E0,-3.136590E0
5.736390E0,-2.823079E0
5.961318E0,-2.489294E0
6.189035E0,-2.223486E0
6.453526E0,-1.931326E0
6.775533E0,-1.622942E0
7.046977E0,-1.326317E0
7.338649E0,-1.038843E0
7.654984E0,-7.411607E-1
7.921613E0,-4.633437E-1
8.235094E0,-1.478764E-1
8.563658E0,1.428638E-1
8.871343E0,4.146614E-1
9.194357E0,7.042571E-1
9.556638E0,1.025678E0
9.834709E0,1.298677E0
1.020192E1,1.610577E0
1.053699E1,1.925176E0
1.085459E1,2.196083E0
1.118682E1,2.503751E0
1.154963E1,2.820125E0
1.182408E1,3.096039E0
1.214583E1,3.367661E0
1.243186E1,3.671275E0
1.271075E1,3.928243E0
