
4.880067E0,-1.871294E1
4.869011E0,-1.815828E1
4.901028E0,-1.751634E1
4.887963E0,-1.688859E1
4.927711E0,-1.632618E1
4.929145E0,-1.571903E1
4.934262E0,-1.509985E1
4.951447E0,-1.455145E1
4.958388E0,-1.388380E1
4.968569E0,-1.331398E1
4.951174E0,-1.276300E1
4.953896E0,-1.213147E1
4.973836E0,-1.157661E1
4.961956E0,-1.099532E1
4.965484E0,-1.038117E1
4.955898E0,-9.838990E0
4.950644E0,-9.292521E0
4.959524E0,-8.678951E0
4.956991E0,-8.165388E0
4.972154E0,-7.615434E0
4.979603E0,-7.048480E0
4.990674E0,-6.562149E0
5.016686E0,-6.006930E0
5.056304E0,-5.476870E0
5.080422E0,-4.994538E0
5.132944E0,-4.477249E0
5.213286E0,-3.968613E0
5.295584E0,-3.541391E0
5.423840E0,-3.047350E0
5.588903E0,-2.619012E0
5.752214E0,-2.206449E0
5.990830E0,-1.756306E0
6.233980E0,-1.365011E0
6.505474E0,-9.756775E-1
6.837854E0,-5.273993E-1
7.105130E0,-1.378383E-1
7.413255E0,2.502253E-1
7.739078E0,6.830095E-1
8.027051E0,1.070546E0
8.362685E0,1.466616E0
8.723879E0,1.914725E0
9.014494E0,2.282663E0
9.349116E0,2.720168E0
9.689992E0,3.138012E0
1.000047E1,3.498148E0
1.035564E1,3.947616E0
1.068007E1,4.367963E0
1.097185E1,4.731865E0
1.130756E1,5.165062E0
