
-4.339389E0	-1.783938E1
-4.395507E0	-1.717757E1
-4.426479E0	-1.648230E1
-4.479761E0	-1.576304E1
-4.511147E0	-1.512702E1
-4.569215E0	-1.439812E1
-4.629673E0	-1.367684E1
-4.643684E0	-1.309703E1
-4.705972E0	-1.240784E1
-4.757804E0	-1.177751E1
-4.819226E0	-1.120808E1
-4.890336E0	-1.053964E1
-4.952722E0	-9.976091E0
-5.026557E0	-9.394726E0
-5.104477E0	-8.735149E0
-5.161593E0	-8.152031E0
-5.241564E0	-7.539162E0
-5.305835E0	-6.868336E0
-5.345158E0	-6.320742E0
-5.397477E0	-5.704104E0
-5.459133E0	-5.044337E0
-5.520364E0	-4.456830E0
-5.567008E0	-3.841668E0
-5.611310E0	-3.200080E0
-5.619968E0	-2.605353E0
-5.634450E0	-1.924831E0
-5.585178E0	-1.240496E0
-5.522672E0	-6.377982E-1
-5.369856E0	6.534286E-2
-5.175132E0	7.058288E-1
-4.893681E0	1.341997E0
-4.467056E0	1.992116E0
-4.053277E0	2.508617E0
-3.487054E0	3.014689E0
-2.776452E0	3.473585E0
-2.152515E0	3.748934E0
-1.355136E0	3.970855E0
-4.876216E-1	4.087315E0
1.758322E-1	4.109675E0
9.658893E-1	4.018657E0
1.782559E0	3.846320E0
2.327210E0	3.703057E0
2.995485E0	3.400293E0
3.656179E0	3.057799E0
4.149071E0	2.775770E0
4.639066E0	2.397512E0
5.130507E0	2.007497E0
5.520072E0	1.617826E0
5.915269E0	1.257940E0
6.344356E0	8.128213E-1
6.713426E0	4.214229E-1
7.055021E0	8.899113E-2
7.418813E0	-3.317304E-1
7.776901E0	-7.298965E-1
8.137413E0	-1.092118E0
8.540516E0	-1.504079E0
8.911440E0	-1.884349E0
9.239052E0	-2.244738E0
9.587720E0	-2.663361E0
9.968640E0	-3.062476E0
1.026272E1	-3.409294E0
1.066775E1	-3.812589E0
1.100423E1	-4.227935E0
1.128886E1	-4.546137E0
1.167535E1	-4.965477E0
1.206901E1	-5.385355E0
