
-4.127950E0	-1.869325E1
-4.188249E0	-1.794333E1
-4.209801E0	-1.731872E1
-4.253378E0	-1.658968E1
-4.301771E0	-1.587215E1
-4.340596E0	-1.525499E1
-4.382288E0	-1.452909E1
-4.426985E0	-1.379253E1
-4.438420E0	-1.320089E1
-4.498352E0	-1.250745E1
-4.526308E0	-1.188522E1
-4.582152E0	-1.128105E1
-4.648299E0	-1.059774E1
-4.703497E0	-1.000280E1
-4.751156E0	-9.448686E0
-4.809810E0	-8.813473E0
-4.850616E0	-8.231821E0
-4.922278E0	-7.623723E0
-4.966465E0	-6.976827E0
-5.015373E0	-6.426281E0
-5.056963E0	-5.825363E0
-5.094643E0	-5.158185E0
-5.152499E0	-4.574621E0
-5.179672E0	-3.945937E0
-5.223178E0	-3.287553E0
-5.246116E0	-2.732863E0
-5.245346E0	-2.057465E0
-5.205368E0	-1.388457E0
-5.154675E0	-7.862367E-1
-5.007853E0	-7.455827E-2
-4.814127E0	6.010346E-1
-4.550072E0	1.230690E0
-4.141574E0	1.923942E0
-3.683911E0	2.425615E0
-3.010253E0	2.923259E0
-2.142149E0	3.296183E0
-1.331571E0	3.469913E0
-5.324494E-1	3.506885E0
3.481726E-1	3.381637E0
1.005584E0	3.143935E0
1.610382E0	2.822169E0
2.277416E0	2.354645E0
2.700343E0	1.883585E0
3.022235E0	1.439899E0
3.262158E0	9.063986E-1
3.395353E0	4.260713E-1
3.453207E0	-1.856975E-2
3.448446E0	-4.996460E-1
3.339465E0	-9.378901E-1
3.207878E0	-1.297794E0
2.960053E0	-1.647902E0
2.654243E0	-1.969121E0
2.336772E0	-2.192468E0
1.894433E0	-2.404986E0
1.378555E0	-2.551590E0
8.910885E-1	-2.615256E0
2.614182E-1	-2.594910E0
-4.557263E-1	-2.469781E0
-1.050930E0	-2.269153E0
-1.763599E0	-1.880657E0
-2.446703E0	-1.343782E0
-2.851771E0	-8.201312E-1
-3.185357E0	2.773366E-2
-3.224588E0	7.805968E-1
-2.965203E0	1.505834E0
-2.393006E0	2.180190E0
-1.761823E0	2.534004E0
-1.130540E0	2.718949E0
-4.813942E-1	2.816906E0
4.943371E-2	2.672068E0
4.981420E-1	2.380908E0
8.622019E-1	1.948648E0
1.025828E0	1.486810E0
1.031872E0	1.012067E0
8.536448E-1	4.335631E-1
4.941739E-1	-9.535786E-2
1.895304E-2	-4.791518E-1
-7.727264E-1	-8.147544E-1
-1.645696E0	-8.428590E-1
-2.273398E0	-6.019350E-1
-2.885262E0	1.078845E-1
-3.008326E0	7.766424E-1
-2.786934E0	1.495157E0
-2.260964E0	2.099157E0
-1.745463E0	2.379640E0
-9.119085E-1	2.685880E0
-3.140316E-1	2.570391E0
9.661394E-2	2.328422E0
3.998480E-1	1.920466E0
5.589103E-1	1.375711E0
5.133184E-1	8.410341E-1
2.741683E-1	2.834705E-1
-2.866157E-1	-2.816006E-1
-1.052798E0	-5.835022E-1
-1.785593E0	-5.460356E-1
-2.528203E0	-7.532193E-2
-2.837836E0	6.027713E-1
