
-4.428671E0	-1.710258E1
-4.489459E0	-1.607237E1
-4.554968E0	-1.468360E1
-4.656722E0	-1.338852E1
-4.709139E0	-1.223590E1
-4.808508E0	-1.097021E1
-4.864784E0	-9.782148E0
-4.954110E0	-8.620776E0
-5.031405E0	-7.381148E0
-5.120522E0	-6.262383E0
-5.197134E0	-5.067519E0
-5.247661E0	-3.944871E0
-5.341119E0	-2.782833E0
-5.418260E0	-1.542436E0
-5.421131E0	-4.016787E-1
-5.352048E0	7.340489E-1
-5.126283E0	1.966350E0
-4.804327E0	3.031978E0
-4.369510E0	4.161082E0
-3.866843E0	5.221115E0
-3.387103E0	6.171430E0
-2.867577E0	7.209388E0
-2.358964E0	8.159765E0
-1.927373E0	9.066188E0
-1.452493E0	1.006471E1
-9.860456E-1	1.097279E1
