
4.884914E0,-1.876705E1
4.896520E0,-1.819423E1
4.897661E0,-1.757576E1
4.920330E0,-1.688694E1
4.928052E0,-1.631976E1
4.941451E0,-1.566430E1
4.955520E0,-1.503827E1
4.960668E0,-1.448541E1
4.977001E0,-1.380333E1
4.976522E0,-1.320523E1
4.986606E0,-1.261641E1
4.980301E0,-1.197898E1
4.976570E0,-1.140276E1
4.982185E0,-1.079761E1
4.966769E0,-1.017279E1
4.960528E0,-9.616708E0
4.961214E0,-9.026104E0
4.962690E0,-8.427418E0
4.979849E0,-7.904559E0
4.979265E0,-7.314283E0
4.990358E0,-6.726693E0
5.014940E0,-6.238575E0
5.042416E0,-5.668421E0
5.058827E0,-5.114502E0
5.109830E0,-4.611549E0
5.154441E0,-4.067750E0
5.240943E0,-3.577262E0
5.328872E0,-3.131475E0
5.462153E0,-2.649389E0
5.612210E0,-2.210044E0
5.811617E0,-1.785358E0
6.071734E0,-1.314562E0
6.318060E0,-9.032822E-1
6.603402E0,-4.887506E-1
6.916650E0,-4.430023E-2
7.199772E0,3.536209E-1
7.520820E0,7.839687E-1
7.859440E0,1.239373E0
8.175705E0,1.635643E0
8.500731E0,2.060051E0
8.836336E0,2.511022E0
9.160908E0,2.917647E0
9.514052E0,3.370700E0
9.860236E0,3.795760E0
1.016857E1,4.205259E0
1.051592E1,4.652747E0
1.084346E1,5.091067E0
1.112917E1,5.468407E0
1.147652E1,5.917765E0
1.175686E1,6.336052E0
1.237164E1,7.158994E0
