4.828048E0,-1.879548E1
4.826655E0,-1.821447E1
4.831964E0,-1.766572E1
4.847051E0,-1.702646E1
4.850771E0,-1.644834E1
4.853042E0,-1.586598E1
4.873582E0,-1.524017E1
4.879186E0,-1.471688E1
4.902277E0,-1.412583E1
4.910197E0,-1.351287E1
4.913619E0,-1.296952E1
4.920056E0,-1.237290E1
4.912025E0,-1.178408E1
4.914526E0,-1.127139E1
4.914637E0,-1.067923E1
4.906528E0,-1.010718E1
4.902371E0,-9.592750E0
4.905022E0,-9.019510E0
4.908645E0,-8.501316E0
4.908838E0,-7.987490E0
4.922881E0,-7.416624E0
4.948538E0,-6.906263E0
4.967007E0,-6.404022E0
4.992423E0,-5.867962E0
5.016950E0,-5.409883E0
5.054447E0,-4.914909E0
5.106638E0,-4.389949E0
5.170811E0,-3.952054E0
5.268751E0,-3.505947E0
5.395746E0,-3.073360E0
5.546975E0,-2.697637E0
5.759680E0,-2.280128E0
5.993723E0,-1.879943E0
6.241536E0,-1.525025E0
6.544668E0,-1.132451E0
6.857718E0,-7.397232E-1
7.155466E0,-4.065325E-1
7.485719E0,-1.205829E-2
7.834895E0,3.718166E-1
8.145280E0,7.267237E-1
8.496117E0,1.133064E0
8.830205E0,1.497397E0
9.164356E0,1.858159E0
9.556527E0,2.255106E0
9.904265E0,2.620193E0
1.024464E1,2.997701E0
1.063528E1,3.399181E0
1.095915E1,3.766607E0
1.129308E1,4.111940E0
1.164613E1,4.508265E0
1.194519E1,4.849583E0
1.227397E1,5.227836E0
