Tiempo ( s )	Fuerza (empuje positivo) ( N )
13,8700	0,580
13,8710	0,609
13,8720	0,609
13,8730	0,609
13,8740	0,609
13,8750	0,609
13,8760	0,609
13,8770	0,609
13,8780	0,609
13,8790	0,609
13,8800	0,609
13,8810	0,609
13,8820	0,609
13,8830	0,609
13,8840	0,609
13,8850	0,609
13,8860	0,609
13,8870	0,609
13,8880	0,609
13,8890	0,609
13,8900	0,609
13,8910	0,609
13,8920	0,580
13,8930	0,580
13,8940	0,609
13,8950	0,609
13,8960	0,580
13,8970	0,609
13,8980	0,580
13,8990	0,609
13,9000	0,609
13,9010	0,580
13,9020	0,580
13,9030	0,580
13,9040	0,580
13,9050	0,580
13,9060	0,580
13,9070	0,580
13,9080	0,580
13,9090	0,551
13,9100	0,551
13,9110	0,551
13,9120	0,522
13,9130	0,551
13,9140	0,522
13,9150	0,522
13,9160	0,522
13,9170	0,522
13,9180	0,522
13,9190	0,522
13,9200	0,493
13,9210	0,493
13,9220	0,493
13,9230	0,522
13,9240	0,493
13,9250	0,493
13,9260	0,493
13,9270	0,464
13,9280	0,464
13,9290	0,464
13,9300	0,464
13,9310	0,435
13,9320	0,435
13,9330	0,435
13,9340	0,435
13,9350	0,406
13,9360	0,406
13,9370	0,406
13,9380	0,406
13,9390	0,377
13,9400	0,377
13,9410	0,377
13,9420	0,377
13,9430	0,348
13,9440	0,348
13,9450	0,348
13,9460	0,348
13,9470	0,348
13,9480	0,319
13,9490	0,319
13,9500	0,319
13,9510	0,319
13,9520	0,319
13,9530	0,290
13,9540	0,290
13,9550	0,261
13,9560	0,261
13,9570	0,261
13,9580	0,232
13,9590	0,232
13,9600	0,232
13,9610	0,203
13,9620	0,203
13,9630	0,203
13,9640	0,203
13,9650	0,174
13,9660	0,174
13,9670	0,174
13,9680	0,174
13,9690	0,145
13,9700	0,116
13,9710	0,116
13,9720	0,116
13,9730	0,116
13,9740	0,116
13,9750	0,087
13,9760	0,087
13,9770	0,087
13,9780	0,058
13,9790	0,058
13,9800	0,058
13,9810	0,029
13,9820	0,029
13,9830	0,029
13,9840	0,000
13,9850	0,000
13,9860	-0,029
13,9870	-0,029
13,9880	-0,029
13,9890	-0,029
13,9900	-0,058
13,9910	-0,058
13,9920	-0,058
13,9930	-0,087
13,9940	-0,087
13,9950	-0,087
13,9960	-0,087
13,9970	-0,116
13,9980	-0,116
13,9990	-0,116
14,0000	-0,145
14,0010	-0,145
14,0020	-0,174
14,0030	-0,174
14,0040	-0,174
14,0050	-0,203
14,0060	-0,203
14,0070	-0,232
14,0080	-0,232
14,0090	-0,232
14,0100	-0,232
14,0110	-0,261
14,0120	-0,232
14,0130	-0,261
14,0140	-0,261
14,0150	-0,261
14,0160	-0,290
14,0170	-0,290
14,0180	-0,290
14,0190	-0,290
14,0200	-0,319
14,0210	-0,319
14,0220	-0,319
14,0230	-0,319
14,0240	-0,319
14,0250	-0,348
14,0260	-0,377
14,0270	-0,377
14,0280	-0,377
14,0290	-0,406
14,0300	-0,406
14,0310	-0,406
14,0320	-0,406
14,0330	-0,406
14,0340	-0,435
14,0350	-0,435
14,0360	-0,435
14,0370	-0,435
14,0380	-0,464
14,0390	-0,464
14,0400	-0,464
14,0410	-0,464
14,0420	-0,464
14,0430	-0,493
14,0440	-0,493
14,0450	-0,493
14,0460	-0,493
14,0470	-0,493
14,0480	-0,493
14,0490	-0,522
14,0500	-0,522
14,0510	-0,551
14,0520	-0,551
14,0530	-0,551
14,0540	-0,551
14,0550	-0,551
14,0560	-0,551
14,0570	-0,580
14,0580	-0,580
14,0590	-0,580
14,0600	-0,580
14,0610	-0,580
14,0620	-0,580
14,0630	-0,580
14,0640	-0,580
14,0650	-0,580
14,0660	-0,580
14,0670	-0,609
14,0680	-0,609
14,0690	-0,609
14,0700	-0,609
14,0710	-0,638
14,0720	-0,609
14,0730	-0,638
14,0740	-0,638
14,0750	-0,638
14,0760	-0,638
14,0770	-0,638
14,0780	-0,638
14,0790	-0,638
14,0800	-0,638
14,0810	-0,638
14,0820	-0,638
14,0830	-0,638
14,0840	-0,638
14,0850	-0,638
14,0860	-0,638
14,0870	-0,638
14,0880	-0,638
14,0890	-0,638
14,0900	-0,638
14,0910	-0,667
14,0920	-0,667
14,0930	-0,638
14,0940	-0,638
14,0950	-0,638
14,0960	-0,667
14,0970	-0,638
14,0980	-0,638
14,0990	-0,638
14,1000	-0,638
14,1010	-0,638
14,1020	-0,638
14,1030	-0,638
14,1040	-0,638
14,1050	-0,638
14,1060	-0,638
14,1070	-0,638
14,1080	-0,638
14,1090	-0,609
14,1100	-0,609
14,1110	-0,609
14,1120	-0,609
14,1130	-0,609
14,1140	-0,609
14,1150	-0,609
14,1160	-0,609
14,1170	-0,609
14,1180	-0,609
14,1190	-0,609
14,1200	-0,609
14,1210	-0,609
14,1220	-0,580
14,1230	-0,580
14,1240	-0,580
14,1250	-0,580
14,1260	-0,580
14,1270	-0,580
14,1280	-0,580
14,1290	-0,551
14,1300	-0,551
14,1310	-0,551
14,1320	-0,551
14,1330	-0,522
14,1340	-0,522
14,1350	-0,522
14,1360	-0,522
14,1370	-0,522
14,1380	-0,493
14,1390	-0,522
14,1400	-0,493
14,1410	-0,493
14,1420	-0,493
14,1430	-0,493
14,1440	-0,464
14,1450	-0,464
14,1460	-0,464
14,1470	-0,464
14,1480	-0,464
14,1490	-0,435
14,1500	-0,435
14,1510	-0,406
14,1520	-0,406
14,1530	-0,406
14,1540	-0,406
14,1550	-0,406
14,1560	-0,377
14,1570	-0,377
14,1580	-0,377
14,1590	-0,377
14,1600	-0,348
14,1610	-0,348
14,1620	-0,348
14,1630	-0,319
14,1640	-0,319
14,1650	-0,319
14,1660	-0,319
14,1670	-0,319
14,1680	-0,290
14,1690	-0,290
14,1700	-0,290
14,1710	-0,261
14,1720	-0,261
14,1730	-0,261
14,1740	-0,232
14,1750	-0,232
14,1760	-0,232
14,1770	-0,203
14,1780	-0,203
14,1790	-0,203
14,1800	-0,203
14,1810	-0,174
14,1820	-0,145
14,1830	-0,174
14,1840	-0,145
14,1850	-0,145
14,1860	-0,145
14,1870	-0,145
14,1880	-0,116
14,1890	-0,116
14,1900	-0,116
14,1910	-0,116
14,1920	-0,087
14,1930	-0,087
14,1940	-0,058
14,1950	-0,058
14,1960	-0,058
14,1970	-0,029
14,1980	-0,029
14,1990	0,000
14,2000	0,000
14,2010	0,000
14,2020	0,000
14,2030	0,029
14,2040	0,029
14,2050	0,029
14,2060	0,058
14,2070	0,058
14,2080	0,058
14,2090	0,087
14,2100	0,087
14,2110	0,087
14,2120	0,087
14,2130	0,116
14,2140	0,116
14,2150	0,116
14,2160	0,145
14,2170	0,145
14,2180	0,145
14,2190	0,174
14,2200	0,174
14,2210	0,203
14,2220	0,174
14,2230	0,203
14,2240	0,203
14,2250	0,203
14,2260	0,232
14,2270	0,232
14,2280	0,232
14,2290	0,261
14,2300	0,261
14,2310	0,261
14,2320	0,290
14,2330	0,290
14,2340	0,290
14,2350	0,290
14,2360	0,290
14,2370	0,319
14,2380	0,319
14,2390	0,319
14,2400	0,319
14,2410	0,348
14,2420	0,348
14,2430	0,348
14,2440	0,377
14,2450	0,377
14,2460	0,377
14,2470	0,406
14,2480	0,406
14,2490	0,406
14,2500	0,406
14,2510	0,406
14,2520	0,435
14,2530	0,435
14,2540	0,435
14,2550	0,435
14,2560	0,435
14,2570	0,464
14,2580	0,464
14,2590	0,464
14,2600	0,464
14,2610	0,464
14,2620	0,493
14,2630	0,464
14,2640	0,493
14,2650	0,493
14,2660	0,493
14,2670	0,522
14,2680	0,522
14,2690	0,493
14,2700	0,522
14,2710	0,551
14,2720	0,551
14,2730	0,551
14,2740	0,551
14,2750	0,551
14,2760	0,551
14,2770	0,551
14,2780	0,551
14,2790	0,551
14,2800	0,580
14,2810	0,551
14,2820	0,551
14,2830	0,580
14,2840	0,580
14,2850	0,580
14,2860	0,580
14,2870	0,580
14,2880	0,580
14,2890	0,580
14,2900	0,580
14,2910	0,609
14,2920	0,580
14,2930	0,609
14,2940	0,609
14,2950	0,580
14,2960	0,609
14,2970	0,609
14,2980	0,609
14,2990	0,580
14,3000	0,609
14,3010	0,609
14,3020	0,609
14,3030	0,580
14,3040	0,609
14,3050	0,580
14,3060	0,580
14,3070	0,580
14,3080	0,609
14,3090	0,580
14,3100	0,580
14,3110	0,580
14,3120	0,580
14,3130	0,580
14,3140	0,609
14,3150	0,580
14,3160	0,580
14,3170	0,580
14,3180	0,609
14,3190	0,580
14,3200	0,580
14,3210	0,580
14,3220	0,580
14,3230	0,580
14,3240	0,551
14,3250	0,580
14,3260	0,551
14,3270	0,551
14,3280	0,551
14,3290	0,551
14,3300	0,551
14,3310	0,522
14,3320	0,522
14,3330	0,522
14,3340	0,522
14,3350	0,522
14,3360	0,522
14,3370	0,522
14,3380	0,522
14,3390	0,522
14,3400	0,522
14,3410	0,493
14,3420	0,493
14,3430	0,493
14,3440	0,493
14,3450	0,464
14,3460	0,464
14,3470	0,464
14,3480	0,464
14,3490	0,464
14,3500	0,435
14,3510	0,435
14,3520	0,435
14,3530	0,435
14,3540	0,435
14,3550	0,435
14,3560	0,406
14,3570	0,406
14,3580	0,406
14,3590	0,377
14,3600	0,377
14,3610	0,377
14,3620	0,377
14,3630	0,377
14,3640	0,377
14,3650	0,377
14,3660	0,348
14,3670	0,348
14,3680	0,319
14,3690	0,348
14,3700	0,319
14,3710	0,319
14,3720	0,319
14,3730	0,290
14,3740	0,290
14,3750	0,290
14,3760	0,261
14,3770	0,232
14,3780	0,232
14,3790	0,232
14,3800	0,232
14,3810	0,232
14,3820	0,232
14,3830	0,203
14,3840	0,203
14,3850	0,203
14,3860	0,174
14,3870	0,174
14,3880	0,174
14,3890	0,174
14,3900	0,145
14,3910	0,145
14,3920	0,116
14,3930	0,116
14,3940	0,116
14,3950	0,087
14,3960	0,087
14,3970	0,087
14,3980	0,058
14,3990	0,058
14,4000	0,058
14,4010	0,058
14,4020	0,058
14,4030	0,029
14,4040	0,029
14,4050	0,029
14,4060	0,000
14,4070	0,000
14,4080	0,000
14,4090	0,000
14,4100	-0,029
14,4110	-0,029
14,4120	-0,029
14,4130	-0,058
14,4140	-0,058
14,4150	-0,058
14,4160	-0,087
14,4170	-0,087
14,4180	-0,116
14,4190	-0,116
14,4200	-0,145
14,4210	-0,145
14,4220	-0,145
14,4230	-0,145
14,4240	-0,174
14,4250	-0,145
14,4260	-0,174
14,4270	-0,174
14,4280	-0,203
14,4290	-0,203
14,4300	-0,203
14,4310	-0,203
14,4320	-0,232
14,4330	-0,232
14,4340	-0,232
14,4350	-0,261
14,4360	-0,261
14,4370	-0,290
14,4380	-0,261
14,4390	-0,290
14,4400	-0,319
14,4410	-0,290
14,4420	-0,319
14,4430	-0,319
14,4440	-0,348
14,4450	-0,348
14,4460	-0,348
14,4470	-0,348
14,4480	-0,348
14,4490	-0,377
14,4500	-0,377
14,4510	-0,377
14,4520	-0,377
14,4530	-0,406
14,4540	-0,406
14,4550	-0,406
14,4560	-0,406
14,4570	-0,435
14,4580	-0,435
14,4590	-0,435
14,4600	-0,464
14,4610	-0,464
14,4620	-0,464
14,4630	-0,464
14,4640	-0,493
14,4650	-0,464
14,4660	-0,464
14,4670	-0,493
14,4680	-0,493
14,4690	-0,493
14,4700	-0,493
14,4710	-0,493
14,4720	-0,522
14,4730	-0,522
14,4740	-0,522
14,4750	-0,522
14,4760	-0,522
14,4770	-0,522
14,4780	-0,551
14,4790	-0,551
14,4800	-0,551
14,4810	-0,551
14,4820	-0,551
14,4830	-0,580
14,4840	-0,580
14,4850	-0,580
14,4860	-0,580
14,4870	-0,580
14,4880	-0,580
14,4890	-0,609
14,4900	-0,609
14,4910	-0,609
14,4920	-0,609
14,4930	-0,609
14,4940	-0,609
14,4950	-0,609
14,4960	-0,609
14,4970	-0,609
14,4980	-0,609
14,4990	-0,609
14,5000	-0,609
14,5010	-0,609
14,5020	-0,609
14,5030	-0,638
14,5040	-0,638
14,5050	-0,638
14,5060	-0,638
14,5070	-0,638
14,5080	-0,638
14,5090	-0,638
14,5100	-0,638
14,5110	-0,638
14,5120	-0,638
14,5130	-0,638
14,5140	-0,638
14,5150	-0,638
14,5160	-0,638
14,5170	-0,638
14,5180	-0,609
14,5190	-0,638
14,5200	-0,638
14,5210	-0,638
14,5220	-0,609
14,5230	-0,638
14,5240	-0,638
14,5250	-0,609
14,5260	-0,609
14,5270	-0,609
14,5280	-0,609
14,5290	-0,609
14,5300	-0,638
14,5310	-0,609
14,5320	-0,609
14,5330	-0,609
14,5340	-0,609
14,5350	-0,609
14,5360	-0,609
14,5370	-0,609
14,5380	-0,609
14,5390	-0,609
14,5400	-0,580
14,5410	-0,580
14,5420	-0,580
14,5430	-0,580
14,5440	-0,580
14,5450	-0,580
14,5460	-0,580
14,5470	-0,551
14,5480	-0,551
14,5490	-0,551
14,5500	-0,551
14,5510	-0,551
14,5520	-0,551
14,5530	-0,551
14,5540	-0,522
14,5550	-0,522
14,5560	-0,522
14,5570	-0,522
14,5580	-0,522
14,5590	-0,493
14,5600	-0,493
14,5610	-0,493
14,5620	-0,493
14,5630	-0,493
14,5640	-0,493
14,5650	-0,464
14,5660	-0,464
14,5670	-0,464
14,5680	-0,435
14,5690	-0,435
14,5700	-0,435
14,5710	-0,435
14,5720	-0,406
14,5730	-0,406
14,5740	-0,406
14,5750	-0,377
14,5760	-0,377
14,5770	-0,406
14,5780	-0,377
14,5790	-0,377
14,5800	-0,377
14,5810	-0,348
14,5820	-0,348
14,5830	-0,348
14,5840	-0,348
14,5850	-0,319
14,5860	-0,319
14,5870	-0,319
14,5880	-0,290
14,5890	-0,290
14,5900	-0,290
14,5910	-0,261
14,5920	-0,261
14,5930	-0,261
14,5940	-0,232
14,5950	-0,232
14,5960	-0,232
14,5970	-0,232
14,5980	-0,232
14,5990	-0,232
14,6000	-0,203
14,6010	-0,203
14,6020	-0,203
14,6030	-0,174
14,6040	-0,174
14,6050	-0,174
14,6060	-0,145
14,6070	-0,145
14,6080	-0,116
14,6090	-0,116
14,6100	-0,116
14,6110	-0,116
14,6120	-0,087
14,6130	-0,087
14,6140	-0,087
14,6150	-0,058
14,6160	-0,058
14,6170	-0,029
14,6180	-0,029
14,6190	-0,029
14,6200	-0,029
14,6210	0,000
14,6220	0,000
14,6230	0,000
14,6240	0,029
14,6250	0,029
14,6260	0,029
14,6270	0,058
14,6280	0,058
14,6290	0,058
14,6300	0,058
14,6310	0,087
14,6320	0,087
14,6330	0,116
14,6340	0,116
14,6350	0,116
14,6360	0,116
14,6370	0,145
14,6380	0,145
14,6390	0,145
14,6400	0,145
14,6410	0,174
14,6420	0,174
14,6430	0,174
14,6440	0,203
14,6450	0,203
14,6460	0,203
14,6470	0,232
14,6480	0,232
14,6490	0,232
14,6500	0,232
14,6510	0,261
14,6520	0,261
14,6530	0,261
14,6540	0,290
14,6550	0,261
14,6560	0,290
14,6570	0,319
14,6580	0,319
14,6590	0,319
14,6600	0,319
14,6610	0,348
14,6620	0,348
14,6630	0,348
14,6640	0,348
14,6650	0,377
14,6660	0,377
14,6670	0,348
14,6680	0,377
14,6690	0,377
14,6700	0,406
14,6710	0,406
14,6720	0,406
14,6730	0,406
14,6740	0,406
14,6750	0,406
14,6760	0,435
14,6770	0,435
14,6780	0,435
14,6790	0,435
14,6800	0,435
14,6810	0,464
14,6820	0,464
14,6830	0,464
14,6840	0,464
14,6850	0,464
14,6860	0,493
14,6870	0,493
14,6880	0,493
14,6890	0,493
14,6900	0,493
14,6910	0,522
14,6920	0,493
14,6930	0,522
14,6940	0,522
14,6950	0,522
14,6960	0,522
14,6970	0,522
14,6980	0,522
14,6990	0,522
14,7000	0,551
14,7010	0,551
14,7020	0,551
14,7030	0,551
14,7040	0,551
14,7050	0,551
14,7060	0,551
14,7070	0,580
14,7080	0,580
14,7090	0,580
14,7100	0,580
14,7110	0,580
14,7120	0,580
14,7130	0,580
14,7140	0,580
14,7150	0,580
14,7160	0,580
14,7170	0,580
14,7180	0,580
14,7190	0,580
14,7200	0,580
14,7210	0,580
14,7220	0,580
14,7230	0,580
14,7240	0,580
14,7250	0,580
14,7260	0,580
14,7270	0,609
14,7280	0,580
14,7290	0,580
14,7300	0,580
14,7310	0,580
14,7320	0,580
14,7330	0,580
14,7340	0,580
14,7350	0,580
14,7360	0,580
14,7370	0,580
14,7380	0,580
14,7390	0,551
14,7400	0,580
14,7410	0,551
14,7420	0,551
14,7430	0,551
14,7440	0,551
14,7450	0,551
14,7460	0,551
14,7470	0,551
14,7480	0,551
14,7490	0,551
14,7500	0,522
14,7510	0,551
14,7520	0,522
14,7530	0,522
14,7540	0,522
14,7550	0,522
14,7560	0,522
14,7570	0,493
14,7580	0,522
14,7590	0,493
14,7600	0,493
14,7610	0,493
14,7620	0,493
14,7630	0,493
14,7640	0,493
14,7650	0,464
14,7660	0,464
14,7670	0,464
14,7680	0,464
14,7690	0,464
14,7700	0,435
14,7710	0,435
14,7720	0,435
14,7730	0,435
14,7740	0,435
14,7750	0,406
14,7760	0,406
14,7770	0,406
14,7780	0,406
14,7790	0,377
14,7800	0,377
14,7810	0,377
14,7820	0,377
14,7830	0,377
14,7840	0,348
14,7850	0,348
14,7860	0,348
14,7870	0,319
14,7880	0,319
14,7890	0,319
14,7900	0,319
14,7910	0,290
14,7920	0,290
14,7930	0,290
14,7940	0,290
14,7950	0,261
14,7960	0,261
14,7970	0,261
14,7980	0,232
14,7990	0,261
14,8000	0,232
14,8010	0,232
14,8020	0,232
14,8030	0,203
14,8040	0,203
14,8050	0,203
14,8060	0,174
14,8070	0,174
14,8080	0,174
14,8090	0,145
14,8100	0,145
14,8110	0,145
14,8120	0,116
14,8130	0,116
14,8140	0,116
14,8150	0,116
14,8160	0,087
14,8170	0,087
14,8180	0,087
14,8190	0,058
14,8200	0,058
14,8210	0,058
14,8220	0,058
14,8230	0,029
14,8240	0,029
14,8250	0,000
14,8260	0,000
14,8270	0,000
14,8280	-0,029
14,8290	-0,029
14,8300	-0,029
14,8310	-0,058
14,8320	-0,058
14,8330	-0,058
14,8340	-0,087
14,8350	-0,087
14,8360	-0,087
14,8370	-0,087
14,8380	-0,087
14,8390	-0,087
14,8400	-0,116
14,8410	-0,116
14,8420	-0,145
14,8430	-0,145
14,8440	-0,145
14,8450	-0,145
14,8460	-0,174
14,8470	-0,174
14,8480	-0,174
14,8490	-0,203
14,8500	-0,203
14,8510	-0,203
14,8520	-0,232
14,8530	-0,232
14,8540	-0,261
14,8550	-0,261
14,8560	-0,261
14,8570	-0,290
14,8580	-0,290
14,8590	-0,290
14,8600	-0,290
14,8610	-0,290
14,8620	-0,319
14,8630	-0,319
14,8640	-0,290
14,8650	-0,319
14,8660	-0,319
14,8670	-0,319
14,8680	-0,348
14,8690	-0,348
14,8700	-0,348
14,8710	-0,377
14,8720	-0,377
14,8730	-0,377
14,8740	-0,406
14,8750	-0,406
14,8760	-0,406
14,8770	-0,435
14,8780	-0,435
14,8790	-0,435
14,8800	-0,435
14,8810	-0,464
14,8820	-0,464
14,8830	-0,464
14,8840	-0,464
14,8850	-0,464
14,8860	-0,493
14,8870	-0,464
14,8880	-0,493
14,8890	-0,493
14,8900	-0,493
14,8910	-0,493
14,8920	-0,493
14,8930	-0,493
14,8940	-0,522
14,8950	-0,522
14,8960	-0,522
14,8970	-0,551
14,8980	-0,551
14,8990	-0,551
14,9000	-0,551
14,9010	-0,551
14,9020	-0,580
14,9030	-0,580
14,9040	-0,551
14,9050	-0,580
14,9060	-0,580
14,9070	-0,580
14,9080	-0,580
14,9090	-0,580
14,9100	-0,580
14,9110	-0,580
14,9120	-0,580
14,9130	-0,580
14,9140	-0,580
14,9150	-0,580
14,9160	-0,580
14,9170	-0,609
14,9180	-0,609
14,9190	-0,609
14,9200	-0,609
14,9210	-0,609
14,9220	-0,609
14,9230	-0,609
14,9240	-0,609
14,9250	-0,609
14,9260	-0,638
14,9270	-0,638
14,9280	-0,609
14,9290	-0,609
14,9300	-0,638
14,9310	-0,609
14,9320	-0,609
14,9330	-0,609
14,9340	-0,609
14,9350	-0,609
14,9360	-0,609
14,9370	-0,609
14,9380	-0,609
14,9390	-0,609
14,9400	-0,609
14,9410	-0,609
14,9420	-0,609
14,9430	-0,609
14,9440	-0,609
14,9450	-0,609
14,9460	-0,609
14,9470	-0,609
14,9480	-0,609
14,9490	-0,609
14,9500	-0,609
14,9510	-0,609
14,9520	-0,609
14,9530	-0,609
14,9540	-0,609
14,9550	-0,580
14,9560	-0,580
14,9570	-0,580
14,9580	-0,580
14,9590	-0,580
14,9600	-0,580
14,9610	-0,580
14,9620	-0,551
14,9630	-0,580
14,9640	-0,580
14,9650	-0,551
14,9660	-0,551
14,9670	-0,551
14,9680	-0,551
14,9690	-0,551
14,9700	-0,551
14,9710	-0,522
14,9720	-0,551
14,9730	-0,522
14,9740	-0,522
14,9750	-0,522
14,9760	-0,493
14,9770	-0,493
14,9780	-0,493
14,9790	-0,493
14,9800	-0,493
14,9810	-0,464
14,9820	-0,464
14,9830	-0,464
14,9840	-0,464
14,9850	-0,464
14,9860	-0,464
14,9870	-0,464
14,9880	-0,464
14,9890	-0,435
14,9900	-0,406
14,9910	-0,435
14,9920	-0,435
14,9930	-0,406
14,9940	-0,406
14,9950	-0,406
14,9960	-0,406
14,9970	-0,377
14,9980	-0,377
14,9990	-0,377
15,0000	-0,377
15,0010	-0,348
15,0020	-0,348
15,0030	-0,348
15,0040	-0,319
15,0050	-0,319
15,0060	-0,290
15,0070	-0,290
15,0080	-0,319
15,0090	-0,290
15,0100	-0,290
15,0110	-0,290
15,0120	-0,261
15,0130	-0,261
15,0140	-0,261
15,0150	-0,232
15,0160	-0,232
15,0170	-0,232
15,0180	-0,203
15,0190	-0,232
15,0200	-0,203
15,0210	-0,203
15,0220	-0,174
15,0230	-0,174
15,0240	-0,174
15,0250	-0,145
15,0260	-0,145
15,0270	-0,145
15,0280	-0,145
15,0290	-0,116
15,0300	-0,116
15,0310	-0,087
15,0320	-0,087
15,0330	-0,087
15,0340	-0,087
15,0350	-0,058
15,0360	-0,087
15,0370	-0,058
15,0380	-0,058
15,0390	-0,029
15,0400	-0,029
15,0410	-0,029
15,0420	0,000
15,0430	0,000
15,0440	0,000
15,0450	0,000
15,0460	0,029
15,0470	0,029
15,0480	0,029
15,0490	0,058
15,0500	0,058
15,0510	0,087
15,0520	0,087
15,0530	0,116
15,0540	0,116
15,0550	0,116
15,0560	0,116
15,0570	0,116
15,0580	0,116
15,0590	0,145
15,0600	0,145
15,0610	0,174
15,0620	0,145
15,0630	0,174
15,0640	0,174
15,0650	0,174
15,0660	0,203
15,0670	0,203
15,0680	0,203
15,0690	0,203
15,0700	0,232
15,0710	0,261
15,0720	0,261
15,0730	0,261
15,0740	0,261
15,0750	0,261
15,0760	0,290
15,0770	0,290
15,0780	0,290
15,0790	0,319
15,0800	0,319
15,0810	0,319
15,0820	0,319
15,0830	0,319
15,0840	0,348
15,0850	0,348
15,0860	0,348
15,0870	0,348
15,0880	0,348
15,0890	0,377
15,0900	0,377
15,0910	0,377
15,0920	0,406
15,0930	0,406
15,0940	0,435
15,0950	0,406
15,0960	0,435
15,0970	0,435
15,0980	0,435
15,0990	0,435
15,1000	0,435
15,1010	0,464
15,1020	0,464
15,1030	0,464
15,1040	0,464
15,1050	0,464
15,1060	0,464
15,1070	0,464
15,1080	0,493
15,1090	0,493
15,1100	0,493
15,1110	0,493
15,1120	0,493
15,1130	0,493
15,1140	0,522
15,1150	0,522
15,1160	0,522
15,1170	0,522
15,1180	0,522
15,1190	0,522
15,1200	0,522
15,1210	0,551
15,1220	0,551
15,1230	0,551
15,1240	0,551
15,1250	0,551
15,1260	0,551
15,1270	0,551
15,1280	0,551
15,1290	0,551
15,1300	0,551
15,1310	0,551
15,1320	0,551
15,1330	0,551
15,1340	0,551
15,1350	0,551
15,1360	0,580
15,1370	0,580
15,1380	0,551
15,1390	0,580
15,1400	0,580
15,1410	0,551
15,1420	0,580
15,1430	0,580
15,1440	0,580
15,1450	0,551
15,1460	0,551
15,1470	0,580
15,1480	0,551
15,1490	0,580
15,1500	0,580
15,1510	0,580
15,1520	0,580
15,1530	0,580
15,1540	0,551
15,1550	0,551
15,1560	0,551
15,1570	0,551
15,1580	0,551
15,1590	0,551
15,1600	0,551
15,1610	0,551
15,1620	0,551
15,1630	0,551
15,1640	0,551
15,1650	0,551
15,1660	0,551
15,1670	0,551
15,1680	0,551
15,1690	0,522
15,1700	0,551
15,1710	0,522
15,1720	0,522
15,1730	0,522
15,1740	0,522
15,1750	0,522
15,1760	0,493
15,1770	0,493
15,1780	0,493
15,1790	0,493
15,1800	0,493
15,1810	0,493
15,1820	0,464
15,1830	0,464
15,1840	0,464
15,1850	0,464
15,1860	0,464
15,1870	0,464
15,1880	0,464
15,1890	0,464
15,1900	0,435
15,1910	0,435
15,1920	0,435
15,1930	0,435
15,1940	0,435
15,1950	0,406
15,1960	0,406
15,1970	0,406
15,1980	0,406
15,1990	0,377
15,2000	0,377
15,2010	0,377
15,2020	0,348
15,2030	0,348
15,2040	0,348
15,2050	0,348
15,2060	0,348
15,2070	0,319
15,2080	0,319
15,2090	0,319
15,2100	0,319
15,2110	0,319
15,2120	0,290
15,2130	0,290
15,2140	0,290
15,2150	0,290
15,2160	0,261
15,2170	0,261
15,2180	0,232
15,2190	0,232
15,2200	0,232
15,2210	0,203
15,2220	0,232
15,2230	0,203
15,2240	0,174
15,2250	0,174
15,2260	0,174
15,2270	0,174
15,2280	0,174
15,2290	0,145
15,2300	0,145
15,2310	0,145
15,2320	0,145
15,2330	0,116
15,2340	0,116
15,2350	0,087
15,2360	0,116
15,2370	0,087
15,2380	0,087
15,2390	0,087
15,2400	0,058
15,2410	0,058
15,2420	0,058
15,2430	0,029
15,2440	0,029
15,2450	0,000
15,2460	0,000
15,2470	0,000
15,2480	-0,029
15,2490	-0,029
15,2500	-0,029
15,2510	-0,029
15,2520	-0,029
15,2530	-0,058
15,2540	-0,058
15,2550	-0,058
15,2560	-0,087
15,2570	-0,087
15,2580	-0,087
15,2590	-0,087
15,2600	-0,116
15,2610	-0,116
15,2620	-0,145
15,2630	-0,145
15,2640	-0,145
15,2650	-0,145
15,2660	-0,174
15,2670	-0,174
15,2680	-0,174
15,2690	-0,203
15,2700	-0,203
15,2710	-0,203
15,2720	-0,232
15,2730	-0,232
15,2740	-0,232
15,2750	-0,261
15,2760	-0,261
15,2770	-0,232
15,2780	-0,261
15,2790	-0,261
15,2800	-0,290
15,2810	-0,290
15,2820	-0,290
15,2830	-0,290
15,2840	-0,319
15,2850	-0,319
15,2860	-0,319
15,2870	-0,348
15,2880	-0,348
15,2890	-0,348
15,2900	-0,377
15,2910	-0,377
15,2920	-0,377
15,2930	-0,377
15,2940	-0,377
15,2950	-0,406
15,2960	-0,406
15,2970	-0,406
15,2980	-0,406
15,2990	-0,406
15,3000	-0,406
15,3010	-0,435
15,3020	-0,435
15,3030	-0,435
15,3040	-0,435
15,3050	-0,464
15,3060	-0,435
15,3070	-0,464
15,3080	-0,464
15,3090	-0,493
15,3100	-0,493
15,3110	-0,493
15,3120	-0,493
15,3130	-0,493
15,3140	-0,493
15,3150	-0,522
15,3160	-0,522
15,3170	-0,522
15,3180	-0,522
15,3190	-0,551
15,3200	-0,551
15,3210	-0,551
15,3220	-0,551
15,3230	-0,551
15,3240	-0,551
15,3250	-0,551
15,3260	-0,551
15,3270	-0,551
15,3280	-0,551
15,3290	-0,551
15,3300	-0,580
15,3310	-0,580
15,3320	-0,580
15,3330	-0,580
15,3340	-0,580
15,3350	-0,580
15,3360	-0,580
15,3370	-0,609
15,3380	-0,609
15,3390	-0,609
15,3400	-0,609
